id,number_1,operator,number_2,solution
2263,233,0,902,1135
2264,611,0,304,915
2265,563,0,662,1225
2266,475,0,69,544
2267,577,0,820,1397
2268,372,0,40,412
2269,61,0,830,891
2270,367,0,258,625
2271,214,0,628,842
2272,695,0,195,890
2273,752,0,883,1635
2274,587,0,682,1269
2275,744,0,645,1389
2276,395,0,54,449
2277,582,0,692,1274
2278,831,0,268,1099
2279,834,0,491,1325
2280,429,0,967,1396
2281,542,0,80,622
2282,710,0,303,1013
2283,25,0,727,752
2284,949,0,982,1931
2285,528,0,625,1153
2286,536,0,496,1032
2287,790,0,430,1220
2288,857,0,802,1659
2289,774,0,414,1188
2290,241,0,315,556
2291,655,0,686,1341
2292,729,0,133,862
2293,205,0,26,231
2294,665,0,533,1198
2295,465,0,969,1434
2296,355,0,580,935
2297,272,0,743,1015
2298,622,0,512,1134
2299,773,0,943,1716
2300,950,0,764,1714
2301,543,0,887,1430
2302,697,0,459,1156
2303,380,0,530,910
2304,22,0,237,259
2305,713,0,843,1556
2306,6,0,117,123
2307,2,0,356,358
2308,997,0,112,1109
2309,569,0,870,1439
2310,616,0,250,866
2311,821,0,134,955
2312,437,0,489,926
2313,541,0,155,696
2314,499,0,680,1179
2315,824,0,970,1794
2316,78,0,399,477
2317,817,0,989,1806
2318,95,0,149,244
2319,396,0,847,1243
2320,932,0,314,1246
2321,305,0,263,568
2322,209,0,206,415
2323,62,0,385,447
2324,877,0,591,1468
2325,399,0,194,593
2326,83,0,426,509
2327,979,0,441,1420
2328,583,0,797,1380
2329,249,0,815,1064
2330,931,0,502,1433
2331,829,0,248,1077
2332,182,0,841,1023
2333,985,0,770,1755
2334,277,0,313,590
2335,509,0,122,631
2336,795,0,608,1403
2337,526,0,987,1513
2338,614,0,838,1452
2339,694,0,264,958
2340,475,0,681,1156
2341,717,0,133,850
2342,428,0,289,717
2343,236,0,729,965
2344,962,0,785,1747
2345,485,0,940,1425
2346,280,0,931,1211
2347,830,0,868,1698
2348,384,0,361,745
2349,757,0,306,1063
2350,674,0,233,907
2351,800,0,649,1449
2352,605,0,44,649
2353,183,0,855,1038
2354,304,0,435,739
2355,848,0,240,1088
2356,6,0,563,569
2357,185,0,466,651
2358,445,0,512,957
2359,274,0,814,1088
2360,651,0,625,1276
2361,97,0,439,536
2362,344,0,702,1046
2363,139,0,872,1011
2364,400,0,593,993
2365,332,0,493,825
2366,533,0,405,938
2367,100,0,670,770
2368,708,0,318,1026
2369,798,0,812,1610
2370,725,0,576,1301
2371,378,0,658,1036
2372,286,0,227,513
2373,36,0,373,409
2374,886,0,531,1417
2375,550,0,858,1408
2376,705,0,934,1639
2377,123,0,448,571
2378,340,0,2,342
2379,842,0,743,1585
2380,156,0,957,1113
2381,438,0,740,1178
2382,111,0,280,391
2383,508,0,751,1259
2384,170,0,861,1031
2385,187,0,735,922
2386,803,0,958,1761
2387,92,0,639,731
2388,435,0,940,1375
2389,324,0,950,1274
2390,374,0,664,1038
2391,357,0,910,1267
2392,966,0,192,1158
2393,357,0,264,621
2394,860,0,282,1142
2395,725,0,936,1661
2396,442,0,165,607
2397,154,0,187,341
2398,386,0,687,1073
2399,148,0,216,364
2400,623,0,153,776
2401,215,0,95,310
2402,368,0,700,1068
2403,61,0,777,838
2404,16,0,511,527
2405,551,0,951,1502
2406,622,0,809,1431
2407,838,0,39,877
2408,274,0,507,781
2409,493,0,378,871
2410,77,0,475,552
2411,884,0,99,983
2412,496,0,39,535
2413,837,0,277,1114
2414,393,0,948,1341
2415,567,0,609,1176
2416,462,0,653,1115
2417,366,0,808,1174
2418,873,0,404,1277
2419,460,0,304,764
2420,968,0,368,1336
2421,486,0,334,820
2422,190,0,789,979
2423,483,0,804,1287
2424,559,0,347,906
2425,480,0,780,1260
2426,684,0,484,1168
2427,990,0,49,1039
2428,846,0,880,1726
2429,275,0,782,1057
2430,988,0,72,1060
2431,659,0,638,1297
2432,657,0,963,1620
2433,891,0,544,1435
2434,48,0,11,59
2435,202,0,779,981
2436,263,0,351,614
2437,17,0,570,587
2438,285,0,357,642
2439,124,0,206,330
2440,399,0,193,592
2441,600,0,743,1343
2442,998,0,273,1271
2443,981,0,170,1151
2444,395,0,253,648
2445,724,0,969,1693
2446,938,0,94,1032
2447,937,0,609,1546
2448,920,0,633,1553
2449,558,0,466,1024
2450,115,0,476,591
2451,333,0,895,1228
2452,729,0,572,1301
2453,802,0,963,1765
2454,207,0,938,1145
2455,256,0,564,820
2456,260,0,858,1118
2457,693,0,919,1612
2458,135,0,678,813
2459,792,0,839,1631
2460,703,0,283,986
2461,746,0,533,1279
2462,942,0,11,953
2463,919,0,528,1447
2464,511,0,327,838
2465,110,0,530,640
2466,816,0,174,990
2467,990,0,806,1796
2468,29,0,308,337
2469,209,0,15,224
2470,690,0,368,1058
2471,475,0,89,564
2472,474,0,56,530
2473,547,0,692,1239
2474,478,0,471,949
2475,653,0,359,1012
2476,474,0,683,1157
2477,632,0,423,1055
2478,576,0,694,1270
2479,880,0,903,1783
2480,341,0,891,1232
2481,654,0,301,955
2482,783,0,221,1004
2483,540,0,136,676
2484,437,0,164,601
2485,919,0,301,1220
2486,955,0,636,1591
2487,536,0,2,538
2488,806,0,492,1298
2489,991,0,502,1493
2490,744,0,561,1305
2491,855,0,586,1441
2492,282,0,285,567
2493,432,0,317,749
2494,867,0,148,1015
2495,41,0,739,780
2496,917,0,397,1314
2497,496,0,825,1321
2498,194,0,691,885
2499,335,0,212,547
2500,222,0,385,607
2501,963,0,543,1506
2502,742,0,424,1166
2503,756,0,347,1103
2504,601,0,122,723
2505,185,0,141,326
2506,640,0,277,917
2507,591,0,452,1043
2508,400,0,364,764
2509,937,0,113,1050
2510,40,0,37,77
2511,540,0,801,1341
2512,966,0,923,1889
2513,634,0,121,755
2514,816,0,40,856
2515,731,0,124,855
2516,667,0,480,1147
2517,641,0,879,1520
2518,973,0,637,1610
2519,718,0,368,1086
2520,63,0,710,773
2521,273,0,747,1020
2522,661,0,531,1192
2523,4,0,331,335
2524,946,0,286,1232
2525,987,0,754,1741
2526,226,0,749,975
2527,463,0,165,628
2528,688,0,899,1587
2529,907,0,184,1091
2530,582,0,747,1329
2531,137,0,936,1073
2532,696,0,757,1453
2533,747,0,62,809
2534,743,0,145,888
2535,141,0,165,306
2536,597,0,798,1395
2537,667,0,400,1067
2538,970,0,176,1146
2539,523,0,432,955
2540,460,0,963,1423
2541,432,0,963,1395
2542,492,0,733,1225
2543,452,0,939,1391
2544,346,0,378,724
2545,524,0,806,1330
2546,973,0,990,1963
2547,788,0,386,1174
2548,125,0,534,659
2549,385,0,671,1056
2550,287,0,217,504
2551,151,0,982,1133
2552,131,0,821,952
2553,733,0,212,945
2554,618,0,830,1448
2555,767,0,810,1577
2556,410,0,974,1384
2557,528,0,208,736
2558,36,0,264,300
2559,878,0,678,1556
2560,802,0,988,1790
2561,367,0,482,849
2562,404,0,99,503
2563,136,0,271,407
2564,344,0,386,730
2565,248,0,483,731
2566,629,0,401,1030
2567,774,0,236,1010
2568,310,0,767,1077
2569,363,0,237,600
2570,198,0,150,348
2571,942,0,597,1539
2572,587,0,580,1167
2573,75,0,744,819
2574,475,0,201,676
2575,574,0,822,1396
2576,85,0,598,683
2577,316,0,417,733
2578,695,0,724,1419
2579,58,0,666,724
2580,100,0,226,326
2581,618,0,73,691
2582,511,0,574,1085
2583,499,0,646,1145
2584,616,0,308,924
2585,220,0,863,1083
2586,97,0,256,353
2587,92,0,467,559
2588,387,0,719,1106
2589,683,0,757,1440
2590,961,0,827,1788
2591,590,0,594,1184
2592,550,0,546,1096
2593,42,0,629,671
2594,120,0,37,157
2595,190,0,543,733
2596,914,0,154,1068
2597,49,0,472,521
2598,244,0,953,1197
2599,739,0,102,841
2600,682,0,697,1379
2601,886,0,470,1356
2602,768,0,963,1731
2603,251,0,88,339
2604,661,0,431,1092
2605,821,0,331,1152
2606,953,0,754,1707
2607,456,0,109,565
2608,501,0,23,524
2609,904,0,54,958
2610,286,0,520,806
2611,885,0,31,916
2612,413,0,691,1104
2613,976,0,236,1212
2614,914,0,833,1747
2615,582,0,502,1084
2616,251,0,416,667
2617,46,0,551,597
2618,26,0,212,238
2619,28,0,754,782
2620,163,0,921,1084
2621,198,0,89,287
2622,59,0,55,114
2623,521,0,132,653
2624,272,0,636,908
2625,387,0,999,1386
2626,255,0,358,613
2627,434,0,654,1088
2628,320,0,982,1302
2629,259,0,693,952
2630,757,0,65,822
2631,468,0,516,984
2632,261,0,263,524
2633,392,0,416,808
2634,647,0,174,821
2635,567,0,833,1400
2636,310,0,344,654
2637,366,0,166,532
2638,165,0,277,442
2639,5,0,28,33
2640,346,0,889,1235
2641,936,0,663,1599
2642,27,0,52,79
2643,215,0,667,882
2644,833,0,687,1520
2645,269,0,706,975
2646,830,0,877,1707
2647,168,0,849,1017
2648,335,0,593,928
2649,972,0,74,1046
2650,53,0,519,572
2651,461,0,10,471
2652,37,0,600,637
2653,970,0,602,1572
2654,831,0,174,1005
2655,567,0,367,934
2656,144,0,803,947
2657,636,0,923,1559
2658,890,0,221,1111
2659,722,0,914,1636
2660,927,0,304,1231
2661,620,0,200,820
2662,46,0,544,590
2663,102,0,163,265
2664,134,0,530,664
2665,304,0,268,572
2666,782,0,222,1004
2667,711,0,97,808
2668,725,0,125,850
2669,845,0,751,1596
2670,276,0,370,646
2671,159,0,204,363
2672,305,0,5,310
2673,775,0,450,1225
2674,179,0,213,392
2675,350,0,818,1168
2676,867,0,972,1839
2677,121,0,449,570
2678,217,0,2,219
2679,497,0,983,1480
2680,723,0,179,902
2681,375,0,957,1332
2682,884,0,317,1201
2683,649,0,400,1049
2684,632,0,642,1274
2685,885,0,782,1667
2686,282,0,651,933
2687,331,0,429,760
2688,499,0,132,631
2689,248,0,730,978
2690,618,0,295,913
2691,30,0,358,388
2692,933,0,723,1656
2693,331,0,398,729
2694,173,0,387,560
2695,418,0,178,596
2696,706,0,130,836
2697,848,0,427,1275
2698,993,0,505,1498
2699,132,0,179,311
2700,600,0,973,1573
2701,687,0,262,949
2702,191,0,383,574
2703,681,0,719,1400
2704,221,0,738,959
2705,446,0,826,1272
2706,976,0,824,1800
2707,979,0,315,1294
2708,486,0,476,962
2709,261,0,705,966
2710,341,0,438,779
2711,227,0,803,1030
2712,648,0,194,842
2713,990,0,318,1308
2714,398,0,576,974
2715,311,0,800,1111
2716,763,0,202,965
2717,672,0,530,1202
2718,385,0,842,1227
2719,484,0,806,1290
2720,149,0,285,434
2721,584,0,393,977
2722,562,0,758,1320
2723,152,0,481,633
2724,666,0,375,1041
2725,498,0,910,1408
2726,385,0,538,923
2727,847,0,152,999
2728,285,0,818,1103
2729,798,0,554,1352
2730,697,0,945,1642
2731,760,0,904,1664
2732,218,0,229,447
2733,225,0,403,628
2734,450,0,196,646
2735,26,0,318,344
2736,389,0,788,1177
2737,628,0,785,1413
2738,447,0,86,533
2739,676,0,404,1080
2740,473,0,209,682
2741,418,0,541,959
2742,660,0,104,764
2743,976,0,957,1933
2744,644,0,203,847
2745,370,0,930,1300
2746,350,0,699,1049
2747,643,0,778,1421
2748,17,0,640,657
2749,57,0,21,78
2750,119,0,943,1062
2751,226,0,671,897
2752,492,0,810,1302
2753,780,0,906,1686
2754,944,0,581,1525
2755,374,0,108,482
2756,244,0,809,1053
2757,763,0,425,1188
2758,79,0,316,395
2759,148,0,3,151
2760,407,0,701,1108
2761,951,0,827,1778
2762,52,0,581,633
2763,451,0,503,954
2764,40,0,24,64
2765,277,0,727,1004
2766,721,0,109,830
2767,523,0,843,1366
2768,798,0,806,1604
2769,1,0,806,807
2770,347,0,130,477
2771,831,0,445,1276
2772,600,0,333,933
2773,874,0,253,1127
2774,597,0,338,935
2775,565,0,839,1404
2776,462,0,816,1278
2777,769,0,241,1010
2778,392,0,434,826
2779,637,0,93,730
2780,987,0,621,1608
2781,366,0,126,492
2782,527,0,136,663
2783,35,0,661,696
2784,262,0,127,389
2785,434,0,560,994
2786,357,0,572,929
2787,466,0,534,1000
2788,343,0,618,961
2789,977,0,94,1071
2790,667,0,820,1487
2791,643,0,915,1558
2792,986,0,359,1345
2793,451,0,105,556
2794,287,0,692,979
2795,950,0,746,1696
2796,609,0,294,903
2797,266,0,699,965
2798,908,0,647,1555
2799,518,0,396,914
2800,945,0,910,1855
2801,332,0,463,795
2802,717,0,815,1532
2803,129,0,351,480
2804,485,0,932,1417
2805,541,0,312,853
2806,227,0,689,916
2807,397,0,524,921
2808,216,0,853,1069
2809,481,0,290,771
2810,863,0,321,1184
2811,77,0,665,742
2812,413,0,187,600
2813,8,0,467,475
2814,249,0,774,1023
2815,679,0,13,692
2816,547,0,963,1510
2817,321,0,490,811
2818,616,0,39,655
2819,219,0,994,1213
2820,321,0,527,848
2821,444,0,308,752
2822,559,0,479,1038
2823,745,0,163,908
2824,342,0,294,636
2825,14,0,365,379
2826,121,0,677,798
2827,743,0,234,977
2828,868,0,348,1216
2829,820,0,553,1373
2830,400,0,433,833
2831,145,0,47,192
2832,652,0,479,1131
2833,940,0,735,1675
2834,153,0,165,318
2835,848,0,581,1429
2836,157,0,666,823
2837,95,0,99,194
2838,781,0,680,1461
2839,936,0,381,1317
2840,538,0,272,810
2841,378,0,370,748
2842,802,0,834,1636
2843,612,0,727,1339
2844,629,0,358,987
2845,910,0,988,1898
2846,700,0,937,1637
2847,228,0,190,418
2848,778,0,249,1027
2849,373,0,522,895
2850,686,0,460,1146
2851,262,0,126,388
2852,196,0,222,418
2853,243,0,336,579
2854,621,0,980,1601
2855,716,0,636,1352
2856,409,0,194,603
2857,847,0,82,929
2858,471,0,742,1213
2859,492,0,656,1148
2860,614,0,917,1531
2861,214,0,244,458
2862,677,0,504,1181
2863,81,0,1000,1081
2864,98,0,225,323
2865,442,0,474,916
2866,621,0,513,1134
2867,697,0,138,835
2868,103,0,289,392
2869,882,0,713,1595
2870,304,0,237,541
2871,863,0,324,1187
2872,542,0,18,560
2873,188,0,682,870
2874,897,0,473,1370
2875,84,0,592,676
2876,246,0,142,388
2877,880,0,609,1489
2878,507,0,788,1295
2879,4,0,641,645
2880,227,0,920,1147
2881,317,0,883,1200
2882,380,0,677,1057
2883,103,0,901,1004
2884,679,0,238,917
2885,191,0,325,516
2886,369,0,572,941
2887,823,0,310,1133
2888,999,0,478,1477
2889,573,0,112,685
2890,61,0,981,1042
2891,485,0,703,1188
2892,854,0,581,1435
2893,269,0,537,806
2894,527,0,226,753
2895,212,0,517,729
2896,31,0,294,325
2897,736,0,239,975
2898,9,0,222,231
2899,54,0,902,956
2900,24,0,391,415
2901,953,0,557,1510
2902,785,0,896,1681
2903,164,0,426,590
2904,103,0,377,480
2905,206,0,669,875
2906,586,0,463,1049
2907,276,0,215,491
2908,376,0,831,1207
2909,153,0,48,201
2910,500,0,552,1052
2911,747,0,260,1007
2912,941,0,250,1191
2913,346,0,512,858
2914,331,0,236,567
2915,605,0,54,659
2916,609,0,906,1515
2917,640,0,261,901
2918,754,0,322,1076
2919,598,0,960,1558
2920,976,0,356,1332
2921,953,0,126,1079
2922,774,0,807,1581
2923,716,0,73,789
2924,466,0,246,712
2925,242,0,814,1056
2926,427,0,77,504
2927,94,0,252,346
2928,404,0,464,868
2929,509,0,160,669
2930,602,0,541,1143
2931,723,0,115,838
2932,845,0,64,909
2933,296,0,712,1008
2934,599,0,606,1205
2935,144,0,473,617
2936,222,0,704,926
2937,378,0,311,689
2938,678,0,111,789
2939,298,0,531,829
2940,733,0,964,1697
2941,903,0,16,919
2942,866,0,459,1325
2943,699,0,117,816
2944,407,0,939,1346
2945,589,0,485,1074
2946,796,0,310,1106
2947,636,0,142,778
2948,523,0,874,1397
2949,40,0,602,642
2950,139,0,749,888
2951,706,0,986,1692
2952,393,0,129,522
2953,498,0,503,1001
2954,651,0,323,974
2955,143,0,948,1091
2956,920,0,803,1723
2957,492,0,173,665
2958,815,0,123,938
2959,44,0,148,192
2960,567,0,418,985
2961,972,0,944,1916
2962,772,0,885,1657
2963,491,0,243,734
2964,382,0,806,1188
2965,504,0,28,532
2966,637,0,264,901
2967,227,0,917,1144
2968,269,0,861,1130
2969,12,0,647,659
2970,894,0,589,1483
2971,28,0,652,680
2972,781,0,829,1610
2973,641,0,570,1211
2974,781,0,719,1500
2975,228,0,577,805
2976,10,0,270,280
2977,548,0,202,750
2978,31,0,175,206
2979,253,0,826,1079
2980,81,0,643,724
2981,599,0,169,768
2982,443,0,720,1163
2983,285,0,602,887
2984,290,0,555,845
2985,290,0,357,647
2986,811,0,342,1153
2987,543,0,161,704
2988,948,0,800,1748
2989,571,0,236,807
2990,2,0,52,54
2991,593,0,594,1187
2992,999,0,525,1524
2993,799,0,613,1412
2994,271,0,933,1204
2995,504,0,890,1394
2996,567,0,966,1533
2997,368,0,883,1251
2998,699,0,479,1178
2999,778,0,135,913
3000,532,0,467,999
3001,393,0,690,1083
3002,328,0,585,913
3003,711,0,752,1463
3004,553,0,51,604
3005,649,0,613,1262
3006,769,0,228,997
3007,304,0,953,1257
3008,36,0,899,935
3009,857,0,203,1060
3010,533,0,782,1315
3011,788,0,93,881
3012,716,0,542,1258
3013,523,0,459,982
3014,279,0,413,692
3015,701,0,391,1092
3016,793,0,505,1298
3017,933,0,780,1713
3018,476,0,276,752
3019,558,0,922,1480
3020,474,0,371,845
3021,380,0,125,505
3022,65,0,865,930
3023,65,0,558,623
3024,560,0,477,1037
3025,757,0,670,1427
3026,504,0,705,1209
3027,141,0,19,160
3028,594,0,434,1028
3029,830,0,367,1197
3030,154,0,328,482
3031,228,0,977,1205
3032,461,0,165,626
3033,173,0,509,682
3034,29,0,801,830
3035,817,0,778,1595
3036,257,0,736,993
3037,70,0,622,692
3038,745,0,564,1309
3039,129,0,683,812
3040,494,0,714,1208
3041,898,0,720,1618
3042,587,0,6,593
3043,195,0,801,996
3044,424,0,116,540
3045,37,0,235,272
3046,834,0,446,1280
3047,53,0,567,620
3048,202,0,361,563
3049,462,0,572,1034
3050,166,0,892,1058
3051,579,0,666,1245
3052,93,0,779,872
3053,863,0,643,1506
3054,844,0,990,1834
3055,504,0,439,943
3056,619,0,998,1617
3057,184,0,19,203
3058,74,0,456,530
3059,919,0,394,1313
3060,668,0,717,1385
3061,873,0,409,1282
3062,303,0,260,563
3063,60,0,951,1011
3064,858,0,70,928
3065,81,0,132,213
3066,868,0,156,1024
3067,811,0,24,835
3068,766,0,441,1207
3069,895,0,982,1877
3070,222,0,169,391
3071,6,0,394,400
3072,415,0,796,1211
3073,190,0,647,837
3074,593,0,696,1289
3075,466,0,250,716
3076,236,0,491,727
3077,905,0,392,1297
3078,309,0,593,902
3079,195,0,408,603
3080,452,0,872,1324
3081,275,0,342,617
3082,191,0,442,633
3083,355,0,47,402
3084,28,0,309,337
3085,796,0,963,1759
3086,25,0,922,947
3087,294,0,272,566
3088,592,0,640,1232
3089,72,0,712,784
3090,70,0,411,481
3091,369,0,410,779
3092,346,0,135,481
3093,129,0,278,407
3094,376,0,679,1055
3095,132,0,205,337
3096,541,0,31,572
3097,495,0,949,1444
3098,209,0,803,1012
3099,31,0,675,706
3100,986,0,605,1591
3101,620,0,916,1536
3102,615,0,107,722
3103,299,0,9,308
3104,346,0,252,598
3105,111,0,640,751
3106,902,0,460,1362
3107,492,0,131,623
3108,911,0,775,1686
3109,537,0,858,1395
3110,695,0,698,1393
3111,3,0,831,834
3112,420,0,981,1401
3113,442,0,360,802
3114,643,0,875,1518
3115,13,0,120,133
3116,696,0,730,1426
3117,171,0,254,425
3118,395,0,402,797
3119,244,0,650,894
3120,921,0,600,1521
3121,560,0,379,939
3122,511,0,328,839
3123,143,0,626,769
3124,720,0,876,1596
3125,339,0,574,913
3126,525,0,724,1249
3127,642,0,597,1239
3128,804,0,442,1246
3129,220,0,345,565
3130,943,0,208,1151
3131,763,0,889,1652
3132,921,0,797,1718
3133,278,0,614,892
3134,611,0,467,1078
3135,164,0,564,728
3136,129,0,80,209
3137,184,0,536,720
3138,488,0,847,1335
3139,36,0,580,616
3140,166,0,925,1091
3141,903,0,81,984
3142,244,0,314,558
3143,485,0,281,766
3144,773,0,933,1706
3145,928,0,116,1044
3146,345,0,436,781
3147,735,0,536,1271
3148,782,0,179,961
3149,983,0,877,1860
3150,20,0,375,395
3151,852,0,663,1515
3152,869,0,580,1449
3153,94,0,862,956
3154,302,0,740,1042
3155,947,0,849,1796
3156,778,0,709,1487
3157,600,0,255,855
3158,295,0,515,810
3159,750,0,281,1031
3160,53,0,288,341
3161,209,0,337,546
3162,165,0,69,234
3163,380,0,191,571
3164,400,0,648,1048
3165,464,0,191,655
3166,94,0,775,869
3167,5,0,138,143
3168,962,0,249,1211
3169,341,0,858,1199
3170,596,0,656,1252
3171,786,0,664,1450
3172,469,0,427,896
3173,230,0,343,573
3174,277,0,549,826
3175,666,0,786,1452
3176,617,0,752,1369
3177,509,0,607,1116
3178,961,0,167,1128
3179,505,0,318,823
3180,264,0,328,592
3181,986,0,911,1897
3182,691,0,177,868
3183,550,0,424,974
3184,298,0,142,440
3185,84,0,282,366
3186,393,0,849,1242
3187,248,0,282,530
3188,328,0,685,1013
3189,429,0,446,875
3190,177,0,18,195
3191,821,0,439,1260
3192,60,0,636,696
3193,145,0,490,635
3194,770,0,642,1412
3195,859,0,986,1845
3196,138,0,141,279
3197,155,0,705,860
3198,331,0,719,1050
3199,735,0,168,903
3200,853,0,918,1771
3201,365,0,14,379
3202,25,0,749,774
3203,912,0,71,983
3204,680,0,696,1376
3205,23,0,688,711
3206,308,0,84,392
3207,796,0,185,981
3208,376,0,237,613
3209,293,0,885,1178
3210,918,0,518,1436
3211,787,0,202,989
3212,310,0,480,790
3213,486,0,740,1226
3214,739,0,613,1352
3215,898,0,320,1218
3216,31,0,875,906
3217,742,0,375,1117
3218,1,0,681,682
3219,454,0,526,980
3220,986,0,344,1330
3221,808,0,339,1147
3222,322,0,925,1247
3223,204,0,39,243
3224,160,0,783,943
3225,476,0,491,967
3226,984,0,465,1449
3227,497,0,748,1245
3228,572,0,840,1412
3229,726,0,431,1157
3230,253,0,780,1033
3231,686,0,299,985
3232,272,0,730,1002
3233,751,0,789,1540
3234,406,0,12,418
3235,542,0,555,1097
3236,392,0,145,537
3237,179,0,480,659
3238,527,0,464,991
3239,350,0,89,439
3240,983,0,749,1732
3241,144,0,818,962
3242,564,0,330,894
3243,835,0,804,1639
3244,666,0,785,1451
3245,329,0,860,1189
3246,845,0,350,1195
3247,968,0,301,1269
3248,858,0,890,1748
3249,819,0,420,1239
3250,993,0,307,1300
3251,5,0,373,378
3252,645,0,906,1551
3253,366,0,160,526
3254,776,0,888,1664
3255,998,0,282,1280
3256,148,0,657,805
3257,394,0,690,1084
3258,902,0,588,1490
3259,883,0,419,1302
3260,237,0,701,938
3261,509,0,177,686
3262,760,0,96,856
3263,439,0,107,546
3264,87,0,444,531
3265,376,0,680,1056
3266,152,0,946,1098
3267,671,0,595,1266
3268,216,0,1,217
3269,777,0,40,817
3270,312,0,211,523
3271,608,0,540,1148
3272,781,0,64,845
3273,985,0,763,1748
3274,960,0,597,1557
3275,591,0,100,691
3276,911,0,274,1185
3277,480,0,143,623
3278,419,0,792,1211
3279,652,0,592,1244
3280,805,0,865,1670
3281,538,0,333,871
3282,509,0,829,1338
3283,998,0,830,1828
3284,185,0,99,284
3285,222,0,539,761
3286,270,0,888,1158
3287,918,0,674,1592
3288,353,0,929,1282
3289,462,0,85,547
3290,460,0,473,933
3291,930,0,457,1387
3292,665,0,182,847
3293,136,0,123,259
3294,267,0,670,937
3295,23,0,753,776
3296,274,0,944,1218
3297,724,0,686,1410
3298,682,0,699,1381
3299,86,0,118,204
3300,72,0,327,399
3301,21,0,669,690
3302,473,0,324,797
3303,913,0,770,1683
3304,823,0,905,1728
3305,169,0,93,262
3306,778,0,615,1393
3307,481,0,515,996
3308,525,0,842,1367
3309,866,0,780,1646
3310,873,0,636,1509
3311,462,0,514,976
3312,863,0,683,1546
3313,993,0,649,1642
3314,432,0,333,765
3315,867,0,975,1842
3316,528,0,834,1362
3317,857,0,188,1045
3318,456,0,381,837
3319,38,0,832,870
3320,635,0,427,1062
3321,576,0,97,673
3322,740,0,923,1663
3323,823,0,433,1256
3324,909,0,417,1326
3325,135,0,172,307
3326,293,0,13,306
3327,831,0,487,1318
3328,174,0,992,1166
3329,386,0,129,515
3330,453,0,575,1028
3331,639,0,318,957
3332,561,0,635,1196
3333,76,0,512,588
3334,201,0,994,1195
3335,872,0,916,1788
3336,414,0,393,807
3337,167,0,739,906
3338,123,0,353,476
3339,369,0,821,1190
3340,512,0,949,1461
3341,259,0,385,644
3342,866,0,164,1030
3343,121,0,902,1023
3344,651,0,96,747
3345,41,0,115,156
3346,763,0,687,1450
3347,563,0,307,870
3348,389,0,212,601
3349,7,0,381,388
3350,183,0,966,1149
3351,104,0,541,645
3352,291,0,600,891
3353,206,0,621,827
3354,643,0,290,933
3355,668,0,73,741
3356,668,0,672,1340
3357,478,0,445,923
3358,226,0,400,626
3359,809,0,220,1029
3360,822,0,988,1810
3361,422,0,721,1143
3362,416,0,44,460
3363,849,0,247,1096
3364,10,0,944,954
3365,360,0,683,1043
3366,603,0,646,1249
